Experiment,Location,Structure,Position,Species,Origin,Treatment,Remarks,Date_0,AVG_0,R_0,G_0,B_0,ControlAVG_0,ControlR_0,ControlG_0,ControlB_0,Survival_0,Cause_0,Comments_0,Date_1,AVG_1,R_1,G_1,B_1,ControlAVG_1,ControlR_1,ControlG_1,ControlB_1,Survival_1,Cause_1,Comments_1,Date_2,AVG_2,R_2,G_2,B_2,ControlAVG_2,ControlR_2,ControlG_2,ControlB_2,Survival_2,Cause_2,Comments_2,Date_3,AVG_3,R_3,G_3,B_3,ControlAVG_3,ControlR_3,ControlG_3,ControlB_3,Survival_3,Cause_3,Comments_3,Date_4,AVG_4,R_4,G_4,B_4,ControlAVG_4,ControlR_4,ControlG_4,ControlB_4,Survival_4,Cause_4,Comments_4,Date_5,AVG_5,R_5,G_5,B_5,ControlAVG_5,ControlR_5,ControlG_5,ControlB_5,Survival_5,Cause_5,Comments_5,Date_6,AVG_6,R_6,G_6,B_6,ControlAVG_6,ControlR_6,ControlG_6,ControlB_6,Survival_6,Cause_6,Comments_6,Date_7,AVG_7,R_7,G_7,B_7,ControlAVG_7,ControlR_7,ControlG_7,ControlB_7,Survival_7,Cause_7,Comments_7,Date_8,AVG_8,R_8,G_8,B_8,ControlAVG_8,ControlR_8,ControlG_8,ControlB_8,Survival_8,Cause_8,Comments_8,Date_9,AVG_9,R_9,G_9,B_9,ControlAVG_9,ControlR_9,ControlG_9,ControlB_9,Survival_9,Cause_9,Comments_9,Date_10,AVG_10,R_10,G_10,B_10,ControlAVG_10,ControlR_10,ControlG_10,ControlB_10,Survival_10,Cause_10,Comments_10,Date_11,AVG_11,R_11,G_11,B_11,ControlAVG_11,ControlR_11,ControlG_11,ControlB_11,Survival_11,Cause_11,Comments_11,Date_12,AVG_12,R_12,G_12,B_12,ControlAVG_12,ControlR_12,ControlG_12,ControlB_12,Survival_12,Cause_12,Comments_12,Date_13,AVG_13,R_13,G_13,B_13,ControlAVG_13,ControlR_13,ControlG_13,ControlB_13,Survival_13,Cause_13,Comments_13,Date_14,AVG_14,R_14,G_14,B_14,ControlAVG_14,ControlR_14,ControlG_14,ControlB_14,Survival_14,Cause_14,Comments_14,Date_15,AVG_15,R_15,G_15,B_15,ControlAVG_15,ControlR_15,ControlG_15,ControlB_15,Survival_15,Cause_15,Comments_15,Date_16,AVG_16,R_16,G_16,B_16,ControlAVG_16,ControlR_16,ControlG_16,ControlB_16,Survival_16,Cause_16,Comments_16
Mineral accretion bleaching,Firefly intertidal,7,1,Pocillopora verrucosa,,MAP,,10-Mar-2021,48.206,69.368,45.076,30.172,157.855,157.855,142.925,157.855,90,,,16-Mar-2021,71.387,83.071,73.652,57.462,177.805,177.805,154.047,177.805,90,,,24-Mar-2021,126.316,113.902,138.863,126.104,178.076,178.076,170.32,178.076,90,,,31-Mar-2021,113.453,117.111,116.724,106.458,171.278,171.278,168.257,171.278,95,,,07-Apr-2021,131.079,116.796,142.836,133.47,148.297,122.971,158.452,163.425,95,,,14-Apr-2021,117.169,113.872,125.407,112.201,149.57,136.786,155.32,156.486,95,,,21-Apr-2021,97.422,95.39,100.938,95.995,145.344,134.819,144.932,156.091,80,,,05-May-2021,116.167,116.167,115.064,116.167,184.979,184.979,156.358,184.979,50,,,27-May-2021,,,,,,,,,0,Dead,Deadish,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,2,Millepora tenera,,MAP,,10-Mar-2021,35.096,59.83,30.722,14.727,149.194,149.194,134.867,149.194,80,,,16-Mar-2021,57.618,89.537,57.602,25.708,192.313,192.313,174.399,192.313,70,,,24-Mar-2021,70.693,79.148,84.02,48.888,171.791,171.791,161.901,171.791,85,,,31-Mar-2021,94.696,111.406,101.082,71.609,170.312,163.961,172.17,174.936,70,,,07-Apr-2021,139.908,129.471,155.906,134.331,161.739,134.315,172.754,178.125,65,,,14-Apr-2021,124.72,117.571,136.25,120.312,161.524,161.524,160.583,161.524,50,,,21-Apr-2021,87.185,88.05,89.955,83.459,139.835,131.2,139.541,148.825,60,,,05-May-2021,135.03,131.846,137.862,135.396,207.897,207.897,181.187,207.897,50,,,27-May-2021,59.295,75.66,57.402,44.822,155.755,155.755,142.775,155.755,20,,white hairs visible,24-Jun-2021,118.18,127.14,113.938,113.496,171.586,166.223,164.984,183.676,10,,ONLY WHITR GROWING TI[PS MEASURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,3,Acropora verweyi,,MAP,,10-Mar-2021,117.315,118.402,133.74,99.765,204.599,204.599,218.591,204.599,100,,,16-Mar-2021,28.416,36.197,26.606,22.369,137.011,116.751,134.012,160.1,100,,dark pics,24-Mar-2021,51.265,53.999,58.345,41.433,169.587,136.111,181.676,190.939,100,,,31-Mar-2021,70.391,88.706,69.715,52.775,213.204,213.204,209.961,213.204,100,,,07-Apr-2021,76.152,76.099,85.775,66.581,196.31,196.31,193.26,196.31,100,,,14-Apr-2021,75.76,78.831,82.464,65.993,163.532,163.532,163.748,163.532,100,,,21-Apr-2021,88.811,92.024,91.205,83.21,171.274,164.13,171.431,178.388,100,,fragment partially off pic,05-May-2021,80.76,75.636,82.052,84.611,190.78,190.78,162.477,190.78,100,,,27-May-2021,73.566,87.257,69.228,64.208,171.201,171.201,158.907,171.201,100,,,24-Jun-2021,53.976,73.41,48.042,40.497,202.975,202.975,188.918,202.975,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,4,Pocillopora verrucosa,,MAP,,10-Mar-2021,107.259,106.053,128.01,87.751,193.145,193.145,207.083,193.145,100,,visibility bad -algae or tissue?,16-Mar-2021,87.086,99.67,89.896,71.709,189.699,189.699,166.301,189.699,100,,,24-Mar-2021,92.863,78.613,103.734,96.159,115.224,86.02,126.091,133.591,95,,,31-Mar-2021,89.742,90.763,91.112,87.295,138.808,138.808,133.832,138.808,90,,,07-Apr-2021,117.042,101.234,128.478,121.233,163.947,163.947,160.288,163.947,90,,,14-Apr-2021,110.809,105.219,118.307,108.825,133.929,119.941,140.885,140.79,90,,,21-Apr-2021,94.509,93.151,96.631,93.794,156.669,147.037,156.999,166.053,70,,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,Deadish,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,5,Acropora verweyi,,MAP,,10-Mar-2021,109.005,109.771,119.665,97.558,213.624,213.624,214.684,213.624,100,,,16-Mar-2021,53.955,72.342,50.238,39.289,218.684,218.684,200.164,218.684,90,,,24-Mar-2021,55.171,57.828,62.366,45.293,189.198,189.198,175.142,189.198,100,,,31-Mar-2021,57.993,80.644,58.046,35.288,184.68,184.68,183.124,184.68,95,,,07-Apr-2021,87.131,85.377,98.021,77.982,196.915,196.915,190.8,196.915,100,,,14-Apr-2021,97.186,99.351,105.613,86.643,179.789,179.789,179.167,179.789,95,,,21-Apr-2021,73.617,76.71,75.679,68.511,162.883,162.883,152.567,162.883,95,,,05-May-2021,98.616,91.827,101.088,102.939,195.981,195.981,167.755,195.981,90,,,27-May-2021,100.407,113.589,97.654,89.961,205.214,204.184,201.565,210.25,100,,"bright slate, shadowed fragment",24-Jun-2021,57.076,78.861,52.297,40.111,203.416,197.939,197.597,214.673,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,6,Millepora tenera,,MAP,,10-Mar-2021,75.842,82.345,94.226,50.955,182.276,156.725,202.363,187.906,80,,,16-Mar-2021,36.22,58.219,34.326,16.146,183.349,183.349,159.502,183.349,80,,,24-Mar-2021,71.161,77.715,85.014,50.738,181.967,181.967,172.496,181.967,85,,,31-Mar-2021,63.372,72.248,69.776,48.112,156.653,156.653,152.683,156.653,90,,,07-Apr-2021,105.729,94.61,120.662,101.909,182.496,182.496,178.292,182.496,80,,,14-Apr-2021,92.685,89.296,102.299,86.48,138.424,126.08,144.086,145.002,70,,,21-Apr-2021,112.372,111.048,115.594,110.372,176.608,176.608,167.128,176.608,70,,,05-May-2021,112.615,107.159,114.882,115.746,187.929,187.929,160.006,187.929,40,,,27-May-2021,38.872,58.537,36.498,21.565,107.202,107.202,94.89,107.202,40,,,24-Jun-2021,29.429,46.034,25.629,16.705,173.57,173.57,154.734,173.57,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,7,Pocillopora verrucosa,,MAP,,10-Mar-2021,132.678,137.643,152.725,107.653,215.283,215.283,223.328,215.283,100,,,16-Mar-2021,58.695,66.581,61.247,48.272,157.613,157.613,128.941,157.613,100,,,24-Mar-2021,130.295,115.169,141.381,134.214,187.317,187.317,180.039,187.317,100,,,31-Mar-2021,103.344,103.864,104.98,101.18,163.901,163.901,159.129,163.901,95,,,07-Apr-2021,96.788,82.658,107.281,100.28,169.186,169.186,166.809,169.186,90,,,14-Apr-2021,121.792,117.449,128.843,119.091,161.497,150.334,166.916,167.314,70,,,21-Apr-2021,132.378,132.017,133.592,131.599,195.092,189.316,194.169,201.96,50,,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,Deadish,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,8,Porites cylindrica,,MAP,,10-Mar-2021,87.075,83.704,112.534,65.006,196.705,196.705,212.876,196.705,90,,,16-Mar-2021,43.802,50.929,49.749,30.71,175.283,159.726,171.513,194.522,90,,,24-Mar-2021,49.42,51.647,63.505,33.125,161.054,161.054,152.956,161.054,85,,,31-Mar-2021,47.701,56.324,56.846,29.953,141.146,141.146,136.911,141.146,90,,,07-Apr-2021,87.581,79.933,107.255,75.6,175.137,175.137,169.78,175.137,85,,BLACK STUFF MENTIONED BY KRISTINA,14-Apr-2021,104.531,104.858,122.669,86.017,162.828,162.828,162.175,162.828,90,,,21-Apr-2021,102.382,102.034,110.011,95.057,142.192,131.505,142.944,152.149,85,,,05-May-2021,89.382,93.459,97.552,77.136,186.714,186.714,157.86,186.714,90,,,27-May-2021,61.132,74.729,61.223,47.47,169.74,169.74,156.48,169.74,80,,,24-Jun-2021,30.369,38.354,31.595,21.194,159.205,159.205,139.429,159.205,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,9,Pocillopora verrucosa,,MAP,,10-Mar-2021,96.574,100.365,117.934,71.45,188.845,188.845,202.599,188.845,100,,,16-Mar-2021,69.153,81.402,70.055,56.008,185.164,185.164,163.518,185.164,100,,,24-Mar-2021,113.052,100.95,124.908,113.221,171.169,171.169,163.183,171.169,90,,,31-Mar-2021,112.763,119.511,115.234,103.487,170.276,165.348,172.279,173.372,95,,,07-Apr-2021,106.412,93.551,117.584,108.004,162.98,162.98,160.108,162.98,95,,PINK,14-Apr-2021,103.284,98.405,112.61,98.915,135.76,121.361,142.759,143.055,90,,,21-Apr-2021,112.205,111.778,114.558,110.348,175.916,175.916,166.381,175.916,90,,,05-May-2021,112.244,107.224,112.748,116.781,180.769,180.769,152.006,180.769,80,,,27-May-2021,117.722,135.103,115.188,102.842,209.175,209.175,197.986,209.175,10,,Deadish,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,10,Acropora verweyi,,MAP,,10-Mar-2021,135.163,135.163,160.18,135.163,249.224,249.224,250.269,249.224,100,,,16-Mar-2021,22.166,25.923,21.188,19.253,162.114,162.114,132.657,162.114,100,,,24-Mar-2021,45.427,49.6,51.361,35.282,180.806,147.536,191.35,203.225,100,,,31-Mar-2021,44.441,61.444,44.737,27.156,188.925,188.925,183.117,188.925,100,,,07-Apr-2021,58.324,60.758,67.008,47.216,190.393,190.393,186.31,190.393,100,,,14-Apr-2021,73.43,77.987,80.634,61.694,178.588,178.588,178.957,178.588,100,,,21-Apr-2021,58.619,63.85,61.402,50.591,150.847,150.847,141.948,150.847,100,,,05-May-2021,83.227,84.633,85.146,79.932,199.122,199.122,171.622,199.122,100,,,27-May-2021,58.69,73.832,55.093,47.128,173.622,173.622,160.14,173.622,100,,,24-Jun-2021,41.544,55.496,37.56,31.59,184.375,177.842,178.858,196.279,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,11,Porites cylindrica,,MAP,,10-Mar-2021,86.091,78.319,108.491,71.481,185.602,185.602,200.408,185.602,95,,,16-Mar-2021,56.865,62.487,60.662,47.462,145.589,132.353,141.139,163.213,90,,,24-Mar-2021,,,,,,,,,0,Dead,,31-Mar-2021,84.919,88.15,94.153,72.451,149.18,142.203,151.108,154.34,80,,,07-Apr-2021,122.976,109.553,142.435,117.02,167.259,143.345,178.263,180.216,80,,,14-Apr-2021,94.756,88.483,109.818,86.017,152.657,152.657,152.4,152.657,80,,,21-Apr-2021,87.722,91.807,96.779,74.567,159.128,159.128,149.997,159.128,90,,,05-May-2021,91.96,82.567,99.96,93.369,171.036,171.036,143.025,171.036,90,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,12,Porites cylindrica,,MAP,,10-Mar-2021,85.684,85.684,125.548,85.684,206.962,206.962,216.68,206.962,80,,,16-Mar-2021,59.973,68.208,64.76,46.982,168.67,168.67,147.5,168.67,90,,,24-Mar-2021,109.213,98.065,127.086,102.519,184.084,184.084,174.665,184.084,90,,,31-Mar-2021,112.973,120.129,124.699,94.133,173.683,167.523,175.864,177.871,85,,,07-Apr-2021,104.944,93.67,124.849,96.382,151.391,124.722,163.163,166.221,70,,,14-Apr-2021,103.357,101.441,118.97,89.584,159.498,159.498,160.221,159.498,80,,,21-Apr-2021,105.872,106.033,115.313,96.207,176.724,176.724,167.346,176.724,80,,,05-May-2021,105.504,100.23,112.635,103.632,186.714,186.714,158.348,186.714,80,,,27-May-2021,89.282,96.556,90.351,80.969,159.602,159.602,145.033,159.602,80,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,13,Millepora tenera,,MAP,,10-Mar-2021,96.834,104.94,114.669,70.888,199.944,199.944,208.881,199.944,95,,,16-Mar-2021,45.738,64.459,45.358,27.388,195.258,181.809,192.451,211.31,80,,,24-Mar-2021,80.051,90.639,94.728,54.75,165.224,133.69,176.236,185.709,75,,Biofilm,31-Mar-2021,74.249,103.655,79.753,39.345,202.746,196.569,204.89,206.829,85,,,07-Apr-2021,54.228,60.764,65.919,36.016,174.75,149.658,186.008,188.494,70,,,14-Apr-2021,77.526,87.484,89.573,55.534,171.408,171.408,171.24,171.408,70,,,21-Apr-2021,75.218,88.037,80.349,57.288,168.774,168.774,159.641,168.774,80,,,05-May-2021,60.839,85.227,66.551,30.754,201.512,201.512,174.889,201.512,70,,,27-May-2021,50.84,70.338,47.935,34.231,197.52,197.52,185.785,197.52,100,,,24-Jun-2021,25.85,37.455,23.364,16.626,190.153,190.153,171.376,190.153,90,,light spot not measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,14,Acropora verweyi,,MAP,,10-Mar-2021,105.483,108.888,121.211,86.367,207.123,207.123,218.558,207.123,95,,,16-Mar-2021,44.136,52.792,42.708,36.888,175.438,157.44,173.037,195.753,100,,,24-Mar-2021,57.118,58.291,64.864,48.16,181.004,181.004,170.168,181.004,100,,,31-Mar-2021,44.565,57.074,45.788,30.875,178.168,178.168,175.528,178.168,90,,,07-Apr-2021,71.801,67.682,82.134,65.569,176.647,176.647,173.68,176.647,95,,,14-Apr-2021,84.255,85.068,92.76,74.95,159.506,144.987,166.555,166.836,100,,,21-Apr-2021,62.595,62.595,71.173,62.595,155.53,155.53,146.515,155.53,90,,,05-May-2021,86.663,82.531,89.473,87.996,191.177,191.177,163.776,191.177,100,,,27-May-2021,103.876,122.018,99.832,89.767,199.732,199.732,190.65,199.732,100,,,24-Jun-2021,54.083,74.793,49.075,38.39,200.121,200.121,182.552,200.121,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,15,Millepora tenera,,MAP,,10-Mar-2021,103.269,116.881,124.131,68.79,203.586,181.107,221.183,208.418,70,,,16-Mar-2021,57.913,83.221,58.871,31.647,210.668,210.668,187.182,210.668,80,,,24-Mar-2021,80.051,90.639,94.728,54.75,165.224,133.69,176.236,185.709,60,,,31-Mar-2021,79.071,89.961,86.18,61.133,165.191,154.223,167.911,173.426,60,,,07-Apr-2021,124.914,114.656,140.504,119.607,189.577,189.577,186.278,189.577,40,,,14-Apr-2021,118.952,116.557,130.647,109.609,164.279,149.258,171.237,172.173,30,,,21-Apr-2021,101.57,100.282,107.53,96.803,142.746,131.145,144.202,152.93,30,,,05-May-2021,126.417,121.475,129.086,128.809,173.442,153.023,170.168,197.062,40,,sponge not measured,27-May-2021,107.745,137.523,103.553,82.161,188.72,188.72,180.105,188.72,55,,,24-Jun-2021,31.405,44.77,28.524,20.89,171.135,171.135,152.745,171.135,30,,weirdred glow on fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,7,16,Porites cylindrica,,MAP,,10-Mar-2021,95.027,98.201,113.856,73.058,200.866,200.866,214.272,200.866,90,,,16-Mar-2021,60.536,67.23,62.364,52.021,152.41,134.131,147.145,175.828,90,,,24-Mar-2021,143.012,131.242,156.726,141.02,201.786,201.786,192.297,201.786,90,,,31-Mar-2021,109.757,109.757,131.007,109.757,190.727,184.485,192.438,195.369,85,,,07-Apr-2021,104.354,90.613,121.587,100.861,165.429,165.429,162.355,165.429,80,,,14-Apr-2021,104.205,104.205,127.521,104.205,163.013,147.868,169.369,171.559,60,,,21-Apr-2021,124.14,125.23,132.436,114.73,175.205,175.205,167.015,175.205,50,,,05-May-2021,113.716,108.631,121.469,111.059,174.435,151.634,172.525,199.055,30,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,8,1,Acropora verweyi,,MAP,,10-Mar-2021,97.41,99.84,111.999,80.398,195.109,168.478,211.844,205.143,90,,,16-Mar-2021,60.704,81.355,56.141,44.629,196.577,188.595,191.921,209.058,90,,,24-Mar-2021,62.62,69.585,69.108,49.174,189.347,164.792,197.676,205.554,90,,,31-Mar-2021,63.412,80.113,63.815,46.293,179.232,169.739,181.013,186.902,90,,,07-Apr-2021,92.044,89.104,102.611,84.401,182.422,155.96,193.498,197.733,90,,,14-Apr-2021,96.036,96.535,103.332,88.233,174.759,163.182,179.784,181.081,90,,,21-Apr-2021,102.682,102.013,105.926,100.139,178.537,170.422,177.482,187.731,90,,,05-May-2021,102.242,96.3,103.832,106.602,184.816,184.816,156.841,184.816,90,,,27-May-2021,86.026,100.116,80.856,77.119,171.886,170.791,165.946,178.836,90,,,24-Jun-2021,54.525,86.204,47.12,30.305,203.833,204.494,199.313,208.174,90,,white spot notmeasured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,8,2,Pocillopora verrucosa,,MAP,,10-Mar-2021,103.336,103.398,122.463,84.163,178.314,178.314,193.109,178.314,85,,,16-Mar-2021,76.492,90.835,75.444,63.189,173.819,165.182,169.119,187.023,95,,,24-Mar-2021,119.685,109.51,127.078,122.432,169.427,143.552,178.394,186.333,95,,,31-Mar-2021,124.99,130.223,124.723,119.939,180.775,175.103,181.7,185.438,90,,,07-Apr-2021,109.603,95.295,119.787,113.637,171.743,171.743,169.754,171.743,90,,,14-Apr-2021,116.382,112.179,123.003,113.963,164.704,153.009,169.641,171.296,80,,,21-Apr-2021,110.727,109.892,111.374,110.978,167.947,160.748,166.786,176.352,80,,,05-May-2021,115.513,109.156,114.173,123.174,186.872,186.872,158.902,186.872,60,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,8,3,Acropora verweyi,,MAP,,10-Mar-2021,116.793,123.187,131.712,95.49,209.087,209.087,216.97,209.087,95,,,16-Mar-2021,68.2,91.947,64.528,48.147,199.855,191.926,194.98,212.557,95,,,24-Mar-2021,61.567,66.262,69.092,49.353,167.985,139.953,176.248,187.468,90,,,31-Mar-2021,66.719,78.551,68.82,52.808,160.535,150.015,161.987,169.704,90,,,07-Apr-2021,91.03,82.75,102.636,87.666,158.338,131.741,169.054,174.199,90,,,14-Apr-2021,89.658,86.871,98.339,83.757,156.046,143.795,161.515,162.698,90,,,21-Apr-2021,94.4,94.062,98.521,90.613,162.828,153.302,163.043,172.22,90,,,05-May-2021,94.999,92.496,97.221,95.299,186.035,186.035,158.182,186.035,85,,,27-May-2021,72.02,88.19,68.269,59.615,171.111,169.868,166.004,210.335,90,,,24-Jun-2021,42.039,66.42,36.019,23.719,181.836,180.086,176.272,188.759,90,,white spot notmeasured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,8,4,Porites cylindrica,,MAP,,10-Mar-2021,133.101,133.343,152.54,113.367,211.784,211.784,217.754,211.784,90,,,16-Mar-2021,97.367,106.688,99.023,86.418,189.178,182.355,184.28,200.776,90,,,24-Mar-2021,92.118,83.275,106.271,86.837,166.326,142.042,174.631,182.306,70,,,31-Mar-2021,96.842,103.287,105.201,82.1,177.162,170.342,178.328,182.797,90,,,07-Apr-2021,85.78,76.688,101.216,79.511,155.419,129.483,166.945,169.772,80,,,14-Apr-2021,120.228,116.935,135.645,108.072,160.092,146.169,167.015,166.902,80,,,21-Apr-2021,101.371,99.954,109.162,94.947,156.068,144.194,156.584,167.277,80,,,05-May-2021,101.799,100.739,106.134,98.564,180.542,180.542,153.106,180.542,70,,,27-May-2021,63.195,74.947,60.994,53.564,170.252,170.717,165.5,174.285,10,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,8,5,Pocillopora verrucosa,,MAP,,10-Mar-2021,121.569,125.254,140.668,98.805,200.027,172.73,216.221,211.302,90,,,16-Mar-2021,69.51,89.858,67.035,51.628,147.337,140.381,140.965,160.711,90,,,24-Mar-2021,100.881,88.271,109.13,105.17,142.961,114.672,152.341,161.866,80,,,31-Mar-2021,126.167,131.598,126.518,120.366,165.672,160.154,167.04,169.964,90,,,07-Apr-2021,127.471,114.331,138.654,129.264,169.083,144.323,180.998,181.942,90,,,14-Apr-2021,130.897,133.441,135.114,124.044,172.74,167.883,176.054,174.624,80,,,21-Apr-2021,110.901,107.827,113.742,111.288,157.753,148.07,157.665,167.486,80,,,05-May-2021,93.738,86.421,93.171,101.618,162.748,142.144,158.934,187.169,10,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,8,6,Porites cylindrica,,MAP,,10-Mar-2021,99.672,95.56,119.919,83.511,194.11,164.018,211.782,206.535,80,,,16-Mar-2021,44.828,56.009,46.875,31.589,140.612,130.119,135.108,156.606,85,,,24-Mar-2021,77.139,68.937,93.263,69.183,150.779,122.383,160.86,169.312,80,,,31-Mar-2021,137.615,146.603,149.01,117.31,191.176,185.612,192.407,195.645,80,,,07-Apr-2021,112.97,102.867,132.934,103.156,157.893,132.594,169.737,171.241,80,,,14-Apr-2021,104.132,107.111,117.577,87.733,147.479,138.011,151.644,152.833,80,,,21-Apr-2021,102.745,103.752,111.482,92.979,160.312,150.965,160.311,169.623,80,,,05-May-2021,97.547,93.853,104.319,94.336,185.986,185.986,157.797,185.986,70,,,27-May-2021,72.999,80.824,74.641,63.55,129.912,126.619,124.79,138.457,70,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
